6.609057583614352360e+00,5.371823267170045213e+00,5.901595662553182464e+00,5.433783135332956427e+00,5.049846451360449961e+00,5.103695527882453398e+00,5.352559250865046359e+00,5.511823416041187862e+00,5.004848049648764174e+00,4.658591682243153898e+00,4.408459833942094619e+00,5.036886522696843116e+00,5.775089079971174932e+00,5.650948578218329743e+00,6.507257272215348998e+00,7.117120378068817921e+00,8.926436207684007584e+00,9.239475258559897597e+00,8.526565814171084057e+00,9.741772584407781821e+00,1.090690366544946599e+01,9.482978053429215848e+00,8.742753130959881602e+00,9.096802482911201082e+00,9.004303644647103866e+00,9.563721949598038563e+00,7.449337059249292459e+00,7.635117444402692577e+00,6.887549079103145289e+00,8.163656103679581832e+00,6.942492383272002243e+00,8.068330376547955041e+00,6.820305763786467246e+00,8.052112962427152354e+00,8.152475979658925453e+00,8.734177666384006500e+00,7.819934176328643183e+00,7.806460456677817739e+00,6.992885511837365620e+00,6.183343140671534677e+00,6.969549795774959478e+00,5.648306385599919821e+00,6.458919885086555901e+00,6.453301776935647105e+00,5.462470740907977351e+00,5.335546390744184464e+00
5.371823267170045213e+00,4.509235022139542082e+00,4.879786606599052057e+00,4.533373811384829644e+00,4.215530001054709430e+00,4.257314556119935034e+00,4.412416713893487774e+00,4.505324900769170249e+00,4.152973676329551722e+00,3.869223097113206222e+00,3.588179871920917918e+00,4.196442782747696221e+00,4.846233948532247204e+00,4.770220539640108726e+00,5.323475920436981923e+00,5.806103505796778030e+00,6.880428618202453883e+00,7.219361104996653289e+00,6.737901109174153191e+00,7.679509992118225270e+00,8.513823927678334513e+00,7.503600992837829331e+00,7.005111903923290306e+00,7.213020404788756501e+00,7.109859190178046795e+00,7.485040520256867502e+00,5.967826798362136920e+00,6.455088626330659274e+00,5.856814770671944004e+00,6.886458503409599530e+00,5.903464187333089086e+00,6.755995424716961573e+00,5.827183315982302325e+00,6.774292979052678909e+00,6.835349017726258580e+00,7.389589770346547404e+00,6.591435312793871404e+00,6.896611466784380085e+00,6.120835984400221363e+00,5.476181906997225290e+00,6.263628113777006234e+00,5.128665679455032489e+00,5.851670142138228670e+00,5.836107201998130378e+00,4.951600177051387774e+00,4.780322553240456074e+00
5.901595662553182464e+00,4.879786606599052057e+00,5.436443840033279962e+00,5.060276959463950952e+00,4.670261989669492131e+00,4.778830072687302533e+00,4.963816340723045784e+00,5.101829724056356596e+00,4.656754568606326750e+00,4.397521731350638952e+00,4.075485824169355453e+00,4.657885001436588013e+00,5.350976322400898155e+00,5.106490152383891257e+00,5.871670125049388567e+00,6.354051204650246198e+00,8.093085399414292169e+00,8.290201298481282066e+00,7.648122438248229571e+00,8.655364154010117161e+00,9.648531298594734906e+00,8.304760757711761698e+00,7.673578360871577075e+00,8.016290078125534180e+00,7.880533571864973830e+00,8.359754313730563879e+00,6.539359881134868324e+00,6.678879913703132054e+00,6.154604850651402614e+00,7.165949352816118001e+00,6.259240208264226446e+00,7.142211472528487093e+00,6.145262887623693437e+00,7.376061638849812141e+00,7.512739095558680802e+00,8.141209467849606085e+00,7.162478684339260049e+00,7.400160715204156858e+00,6.679083059225151331e+00,5.958342021612439865e+00,6.700335630247949759e+00,5.401661529431896369e+00,6.231618245313796045e+00,6.092788123257767197e+00,5.235865069611014277e+00,5.082276816525161500e+00
5.433783135332956427e+00,4.533373811384829644e+00,5.060276959463950952e+00,4.915637968720337980e+00,4.387819776966049190e+00,4.617161114082917628e+00,4.676800648679036776e+00,4.774725503631206180e+00,4.383501521499704623e+00,4.042928270715553829e+00,3.796368496219895583e+00,4.272601043561081724e+00,5.015466598799976694e+00,4.669096418782388014e+00,5.166847510105280428e+00,5.671781596902132350e+00,7.203133789439758239e+00,7.410662683966283915e+00,6.745670917646830134e+00,7.491337255211442780e+00,8.469602011480947823e+00,7.311140059772698763e+00,6.707076946555439179e+00,7.071260231035361166e+00,6.923038123299846802e+00,7.440848351575890973e+00,5.780214586149388545e+00,5.970728760189828677e+00,5.636222172767029193e+00,6.409618628074085223e+00,5.755529143022474869e+00,6.350890114754839111e+00,5.538483085964648112e+00,6.883643117976006920e+00,6.837622672853758132e+00,7.533084959495173649e+00,6.643673052275366864e+00,6.782128579738567531e+00,6.285564766182605290e+00,5.653018696482160266e+00,6.287670420055983200e+00,5.044371556995516315e+00,5.863752056595510354e+00,5.539390011583068762e+00,4.890305390410653708e+00,4.655165560474097575e+00
5.049846451360449961e+00,4.215530001054709430e+00,4.670261989669492131e+00,4.387819776966049190e+00,4.074199816518180306e+00,4.169991852288255529e+00,4.351184610661473329e+00,4.464150536016439297e+00,4.080588256548309367e+00,3.843281355138302047e+00,3.572470536468581592e+00,4.041752868847901858e+00,4.571360060678176573e+00,4.396229398585790094e+00,5.055646363307221947e+00,5.444965199409702805e+00,7.010216964272308893e+00,7.148331701510408642e+00,6.570904072555472375e+00,7.408774035294971583e+00,8.200643752724735336e+00,7.065918396003580959e+00,6.544918769841860495e+00,6.837635087726532390e+00,6.697707095332405380e+00,7.064556833291156579e+00,5.567646506356727976e+00,5.642036383448103543e+00,5.244185571646064581e+00,6.020768446263164542e+00,5.341462144227430819e+00,6.053127816414349383e+00,5.257398097344089472e+00,6.310354018252547270e+00,6.448135887021430257e+00,7.015282110883510391e+00,6.155102788393552515e+00,6.453274012662888914e+00,5.821972610759438282e+00,5.230115303182720332e+00,5.855148917651786356e+00,4.768085102319900237e+00,5.477777534520151370e+00,5.367457578872889101e+00,4.631242082314076747e+00,4.528477102998031079e+00
5.103695527882453398e+00,4.257314556119935034e+00,4.778830072687302533e+00,4.617161114082917628e+00,4.169991852288255529e+00,4.403215943114649811e+00,4.499261191449805963e+00,4.611267265326207010e+00,4.211829057024699452e+00,3.966096256369552986e+00,3.735172581885728427e+00,4.115562975959208281e+00,4.700210156389186267e+00,4.373830392005824130e+00,4.971606342304248471e+00,5.384173685071718118e+00,7.183807640247204418e+00,7.263113388688113403e+00,6.578272249683294604e+00,7.299410511896257781e+00,8.164811697667921919e+00,6.961413455047084753e+00,6.376230008221331680e+00,6.750887344622817032e+00,6.591449142538860606e+00,7.028088798358909983e+00,5.468810498152365973e+00,5.376756962970415721e+00,5.132824054199862651e+00,5.750156769816038960e+00,5.275955478116636677e+00,5.846054226455618341e+00,5.108879848126380629e+00,6.424478684405914741e+00,6.469415963185600305e+00,7.115312611896817074e+00,6.235194572413844227e+00,6.400216081635663024e+00,5.959479007790455363e+00,5.373816499236382604e+00,5.913632116460346033e+00,4.740864930876431238e+00,5.519142124471493993e+00,5.207731653433780750e+00,4.610825867190059490e+00,4.467025847535854410e+00
5.352559250865046359e+00,4.412416713893487774e+00,4.963816340723045784e+00,4.676800648679036776e+00,4.351184610661473329e+00,4.499261191449805963e+00,4.861297650855986419e+00,4.984119273467249478e+00,4.483958322238003724e+00,4.298566977802932065e+00,4.022801592158445239e+00,4.406931514655517468e+00,4.848621251296784784e+00,4.590731016810867260e+00,5.539526740090940926e+00,5.935781277731293493e+00,8.360241489150604721e+00,8.300305581825758949e+00,7.487690923304559654e+00,8.496448309894974571e+00,9.366717159751772215e+00,7.753205734520355996e+00,7.079225872212034254e+00,7.469700734305715351e+00,7.339145587509385393e+00,7.646693291281510874e+00,5.932227818414267162e+00,5.560923590226168223e+00,5.227557946495016594e+00,5.954162781624676271e+00,5.414817394226723479e+00,6.217321318202950309e+00,5.350894351534580373e+00,6.592134837104596023e+00,6.880842293273762955e+00,7.409546638198765578e+00,6.468912648309857794e+00,6.559972664609983184e+00,6.015986755926518548e+00,5.365928296874551862e+00,5.840410550351703201e+00,4.686205438813794366e+00,5.436680852794555818e+00,5.310130847878909321e+00,4.598941164992827346e+00,4.651506340647102888e+00
5.511823416041187862e+00,4.505324900769170249e+00,5.101829724056356596e+00,4.774725503631206180e+00,4.464150536016439297e+00,4.611267265326207010e+00,4.984119273467249478e+00,5.188572877222392243e+00,4.632865584398024872e+00,4.455326945455685639e+00,4.164506983749603819e+00,4.555840979839184790e+00,4.971252330246586304e+00,4.694580380028828159e+00,5.799945814991755100e+00,6.203352880734408714e+00,8.983700033047838929e+00,8.845943893162413474e+00,7.933066872542855030e+00,9.048371780139099485e+00,9.951750314212524984e+00,8.158095898411410474e+00,7.405259078226722913e+00,7.835622227129912076e+00,7.706960513744954611e+00,8.021269649492172249e+00,6.175072147970515068e+00,5.612567685440987830e+00,5.264413090281739649e+00,6.023115057819247831e+00,5.489114485153140599e+00,6.376145221686586595e+00,5.436338425887656811e+00,6.746712113792186827e+00,7.109811265393239488e+00,7.610105392763159671e+00,6.629934045662772668e+00,6.643406888731418825e+00,6.100130818258781673e+00,5.417393884115424996e+00,5.852297881402869884e+00,4.663748674205210776e+00,5.428230650348222497e+00,5.311806384273229931e+00,4.585683116941683402e+00,4.691685471047896350e+00
5.004848049648764174e+00,4.152973676329551722e+00,4.656754568606326750e+00,4.383501521499704623e+00,4.080588256548309367e+00,4.211829057024699452e+00,4.483958322238003724e+00,4.632865584398024872e+00,4.197723654228616930e+00,4.000145979650196360e+00,3.730023346330611389e+00,4.130867386695446619e+00,4.582557563738253847e+00,4.348740003666411447e+00,5.171495142257075628e+00,5.538600751487947171e+00,7.640920151921374526e+00,7.625787523300996185e+00,6.906098269824991753e+00,7.824688159980480506e+00,8.611039391092727868e+00,7.192307893142984909e+00,6.592897955563723933e+00,6.942851442704004228e+00,6.805516878998162156e+00,7.105729809496897253e+00,5.542279188541487933e+00,5.309371437424340812e+00,4.982747114039041136e+00,5.679627384233357112e+00,5.136712857170690150e+00,5.865826416868318738e+00,5.069279304247243267e+00,6.215085448139528346e+00,6.451413806124957517e+00,6.974451295479452639e+00,6.088690125370381345e+00,6.227383823265714824e+00,5.708623829028806718e+00,5.112425835872717705e+00,5.599586155373952323e+00,4.512416587790807121e+00,5.217213433978095338e+00,5.084018437308755800e+00,4.419760896732224609e+00,4.423764305470726299e+00
4.658591682243153898e+00,3.869223097113206222e+00,4.397521731350638952e+00,4.042928270715553829e+00,3.843281355138302047e+00,3.966096256369552986e+00,4.298566977802932065e+00,4.455326945455685639e+00,4.000145979650196360e+00,4.788840798940895205e+00,4.267012768954659307e+00,4.633095086328495427e+00,4.819779603824203562e+00,4.390627239540215498e+00,5.516882817681763918e+00,5.678546725273698748e+00,8.152418478919445377e+00,7.936526985569440917e+00,7.383498028637534460e+00,8.620650980849672962e+00,9.196567585931962441e+00,7.233435696927708491e+00,6.614660187278593284e+00,6.859757871791025252e+00,6.699940529660866062e+00,6.595445142179752196e+00,5.185552220519579869e+00,4.571927030176471618e+00,4.330854603853202534e+00,4.993631786214476342e+00,4.663488697499363234e+00,5.652382240110855882e+00,4.822666183174725951e+00,5.878581336989529227e+00,6.545804138713116060e+00,6.889080582902149530e+00,5.872117366216791368e+00,6.167947856610843438e+00,5.433600884020108879e+00,4.724901230582058353e+00,5.221833044986644801e+00,3.983201267309576021e+00,4.882914317296910056e+00,4.832563848325998279e+00,3.904702850030325134e+00,4.121291496956095202e+00
